"date","covid_cases_total","covid_cases_new","covid_cases_per100K","covid_cases_7day","hover_text_case","copies_day_person_M_mn","copies_day_person_M_se","copies_day_person_7day","hover_text_load","hover_text_load_7day","mutation","variant","frequency","frequency_gapfill","frequency_7day","hover_text_variant"
2021-01-23,239025,841,26.5878074195474,19.9397264748262,"Jan 23, 2021<br><b>19.94</b> cases per 100,000 people",59.3100356685249,9.74888307597757,69.8719266705457,"Jan 23, 2021<br><b>59.31M</b> copies per person per day","7-day avg. load on Jan 23 :<br><b>69.9M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Jan 23, 2021<br><b>Omicron</b> NA%"
2021-01-23,239025,841,26.5878074195474,19.9397264748262,"Jan 23, 2021<br><b>19.94</b> cases per 100,000 people",59.3100356685249,9.74888307597757,69.8719266705457,"Jan 23, 2021<br><b>59.31M</b> copies per person per day","7-day avg. load on Jan 23 :<br><b>69.9M</b> copies per person per day","L452R","Delta",NA,NA,NA,"Jan 23, 2021<br><b>Delta</b> NA%"
2021-01-23,239025,841,26.5878074195474,19.9397264748262,"Jan 23, 2021<br><b>19.94</b> cases per 100,000 people",59.3100356685249,9.74888307597757,69.8719266705457,"Jan 23, 2021<br><b>59.31M</b> copies per person per day","7-day avg. load on Jan 23 :<br><b>69.9M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",NA,NA,0.04608,"Jan 23, 2021<br><b>Alpha, Beta & Gamma</b> NA%"
2021-01-24,239653,628,19.8539156474147,19.9894064275381,"Jan 24, 2021<br><b>19.99</b> cases per 100,000 people",76.7035945424402,14.734546893296,68.9880481130971,"Jan 24, 2021<br><b>76.7M</b> copies per person per day","7-day avg. load on Jan 24 :<br><b>69M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Jan 24, 2021<br><b>Omicron</b> NA%"
2021-01-24,239653,628,19.8539156474147,19.9894064275381,"Jan 24, 2021<br><b>19.99</b> cases per 100,000 people",76.7035945424402,14.734546893296,68.9880481130971,"Jan 24, 2021<br><b>76.7M</b> copies per person per day","7-day avg. load on Jan 24 :<br><b>69M</b> copies per person per day","L452R","Delta",NA,NA,NA,"Jan 24, 2021<br><b>Delta</b> NA%"
2021-01-24,239653,628,19.8539156474147,19.9894064275381,"Jan 24, 2021<br><b>19.99</b> cases per 100,000 people",76.7035945424402,14.734546893296,68.9880481130971,"Jan 24, 2021<br><b>76.7M</b> copies per person per day","7-day avg. load on Jan 24 :<br><b>69M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",NA,NA,0.04608,"Jan 24, 2021<br><b>Alpha, Beta & Gamma</b> NA%"
2021-01-25,240109,456,14.4162190051291,19.8719810847645,"Jan 25, 2021<br><b>19.87</b> cases per 100,000 people",110.084456851669,17.5017233395518,72.5775675649864,"Jan 25, 2021<br><b>110.08M</b> copies per person per day","7-day avg. load on Jan 25 :<br><b>72.6M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Jan 25, 2021<br><b>Omicron</b> NA%"
2021-01-25,240109,456,14.4162190051291,19.8719810847645,"Jan 25, 2021<br><b>19.87</b> cases per 100,000 people",110.084456851669,17.5017233395518,72.5775675649864,"Jan 25, 2021<br><b>110.08M</b> copies per person per day","7-day avg. load on Jan 25 :<br><b>72.6M</b> copies per person per day","L452R","Delta",NA,NA,NA,"Jan 25, 2021<br><b>Delta</b> NaN%"
2021-01-25,240109,456,14.4162190051291,19.8719810847645,"Jan 25, 2021<br><b>19.87</b> cases per 100,000 people",110.084456851669,17.5017233395518,72.5775675649864,"Jan 25, 2021<br><b>110.08M</b> copies per person per day","7-day avg. load on Jan 25 :<br><b>72.6M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",0.044385,0.044385,0.045233,"Jan 25, 2021<br><b>Alpha, Beta & Gamma</b> 4.44%"
2021-01-26,240516,407,12.867107752385,19.2487234961969,"Jan 26, 2021<br><b>19.25</b> cases per 100,000 people",99.8264908274426,16.4113651363059,78.8988437327144,"Jan 26, 2021<br><b>99.83M</b> copies per person per day","7-day avg. load on Jan 26 :<br><b>78.9M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Jan 26, 2021<br><b>Omicron</b> NA%"
2021-01-26,240516,407,12.867107752385,19.2487234961969,"Jan 26, 2021<br><b>19.25</b> cases per 100,000 people",99.8264908274426,16.4113651363059,78.8988437327144,"Jan 26, 2021<br><b>99.83M</b> copies per person per day","7-day avg. load on Jan 26 :<br><b>78.9M</b> copies per person per day","L452R","Delta",NA,NA,NA,"Jan 26, 2021<br><b>Delta</b> NA%"
2021-01-26,240516,407,12.867107752385,19.2487234961969,"Jan 26, 2021<br><b>19.25</b> cases per 100,000 people",99.8264908274426,16.4113651363059,78.8988437327144,"Jan 26, 2021<br><b>99.83M</b> copies per person per day","7-day avg. load on Jan 26 :<br><b>78.9M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",NA,0.022192,0.033289,"Jan 26, 2021<br><b>Alpha, Beta & Gamma</b> NA%"
2021-01-27,240956,440,13.9103867593351,18.6119168296169,"Jan 27, 2021<br><b>18.61</b> cases per 100,000 people",NA,NA,78.4951312181802,"Jan 27, 2021<br><b>NaNM</b> copies per person per day","7-day avg. load on Jan 27 :<br><b>78.5M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Jan 27, 2021<br><b>Omicron</b> NA%"
2021-01-27,240956,440,13.9103867593351,18.6119168296169,"Jan 27, 2021<br><b>18.61</b> cases per 100,000 people",NA,NA,78.4951312181802,"Jan 27, 2021<br><b>NaNM</b> copies per person per day","7-day avg. load on Jan 27 :<br><b>78.5M</b> copies per person per day","L452R","Delta",NA,NA,NA,"Jan 27, 2021<br><b>Delta</b> NaN%"
2021-01-27,240956,440,13.9103867593351,18.6119168296169,"Jan 27, 2021<br><b>18.61</b> cases per 100,000 people",NA,NA,78.4951312181802,"Jan 27, 2021<br><b>NaNM</b> copies per person per day","7-day avg. load on Jan 27 :<br><b>78.5M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",0,0,0.022192,"Jan 27, 2021<br><b>Alpha, Beta & Gamma</b> 0%"
2021-01-28,241640,684,21.6243285076937,19.1854944654726,"Jan 28, 2021<br><b>19.19</b> cases per 100,000 people",63.361920771065,12.1075889034107,76.1621937919564,"Jan 28, 2021<br><b>63.36M</b> copies per person per day","7-day avg. load on Jan 28 :<br><b>76.2M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Jan 28, 2021<br><b>Omicron</b> NA%"
2021-01-28,241640,684,21.6243285076937,19.1854944654726,"Jan 28, 2021<br><b>19.19</b> cases per 100,000 people",63.361920771065,12.1075889034107,76.1621937919564,"Jan 28, 2021<br><b>63.36M</b> copies per person per day","7-day avg. load on Jan 28 :<br><b>76.2M</b> copies per person per day","L452R","Delta",NA,NA,NA,"Jan 28, 2021<br><b>Delta</b> NA%"
2021-01-28,241640,684,21.6243285076937,19.1854944654726,"Jan 28, 2021<br><b>19.19</b> cases per 100,000 people",63.361920771065,12.1075889034107,76.1621937919564,"Jan 28, 2021<br><b>63.36M</b> copies per person per day","7-day avg. load on Jan 28 :<br><b>76.2M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",NA,NA,0.022192,"Jan 28, 2021<br><b>Alpha, Beta & Gamma</b> NA%"
2021-01-29,242329,689,21.7824010845043,18.7203094537156,"Jan 29, 2021<br><b>18.72</b> cases per 100,000 people",63.314365440559,4.81953212579776,78.7668106836167,"Jan 29, 2021<br><b>63.31M</b> copies per person per day","7-day avg. load on Jan 29 :<br><b>78.8M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Jan 29, 2021<br><b>Omicron</b> NA%"
2021-01-29,242329,689,21.7824010845043,18.7203094537156,"Jan 29, 2021<br><b>18.72</b> cases per 100,000 people",63.314365440559,4.81953212579776,78.7668106836167,"Jan 29, 2021<br><b>63.31M</b> copies per person per day","7-day avg. load on Jan 29 :<br><b>78.8M</b> copies per person per day","L452R","Delta",NA,NA,NA,"Jan 29, 2021<br><b>Delta</b> NA%"
2021-01-29,242329,689,21.7824010845043,18.7203094537156,"Jan 29, 2021<br><b>18.72</b> cases per 100,000 people",63.314365440559,4.81953212579776,78.7668106836167,"Jan 29, 2021<br><b>63.31M</b> copies per person per day","7-day avg. load on Jan 29 :<br><b>78.8M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",NA,NA,0.022192,"Jan 29, 2021<br><b>Alpha, Beta & Gamma</b> NA%"
2021-01-30,242851,522,16.5027770190294,17.2795908250702,"Jan 30, 2021<br><b>17.28</b> cases per 100,000 people",78.2335128791676,NA,81.9207235520572,"Jan 30, 2021<br><b>78.23M</b> copies per person per day","7-day avg. load on Jan 30 :<br><b>81.9M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Jan 30, 2021<br><b>Omicron</b> NA%"
2021-01-30,242851,522,16.5027770190294,17.2795908250702,"Jan 30, 2021<br><b>17.28</b> cases per 100,000 people",78.2335128791676,NA,81.9207235520572,"Jan 30, 2021<br><b>78.23M</b> copies per person per day","7-day avg. load on Jan 30 :<br><b>81.9M</b> copies per person per day","L452R","Delta",NA,NA,NA,"Jan 30, 2021<br><b>Delta</b> NA%"
2021-01-30,242851,522,16.5027770190294,17.2795908250702,"Jan 30, 2021<br><b>17.28</b> cases per 100,000 people",78.2335128791676,NA,81.9207235520572,"Jan 30, 2021<br><b>78.23M</b> copies per person per day","7-day avg. load on Jan 30 :<br><b>81.9M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",NA,NA,0.022192,"Jan 30, 2021<br><b>Alpha, Beta & Gamma</b> NA%"
2021-01-31,243420,569,17.9886592410493,17.0131256241609,"Jan 31, 2021<br><b>17.01</b> cases per 100,000 people",22.0692720567967,NA,72.8150031377833,"Jan 31, 2021<br><b>22.07M</b> copies per person per day","7-day avg. load on Jan 31 :<br><b>72.8M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Jan 31, 2021<br><b>Omicron</b> NA%"
2021-01-31,243420,569,17.9886592410493,17.0131256241609,"Jan 31, 2021<br><b>17.01</b> cases per 100,000 people",22.0692720567967,NA,72.8150031377833,"Jan 31, 2021<br><b>22.07M</b> copies per person per day","7-day avg. load on Jan 31 :<br><b>72.8M</b> copies per person per day","L452R","Delta",NA,NA,NA,"Jan 31, 2021<br><b>Delta</b> NaN%"
2021-01-31,243420,569,17.9886592410493,17.0131256241609,"Jan 31, 2021<br><b>17.01</b> cases per 100,000 people",22.0692720567967,NA,72.8150031377833,"Jan 31, 2021<br><b>22.07M</b> copies per person per day","7-day avg. load on Jan 31 :<br><b>72.8M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",0.022703,0.022703,0.02232,"Jan 31, 2021<br><b>Alpha, Beta & Gamma</b> 2.27%"
2021-02-01,243863,443,14.0052303054215,16.9544129527741,"Feb 01, 2021<br><b>16.95</b> cases per 100,000 people",52.7916666980816,2.85552591273075,63.2662047788521,"Feb 01, 2021<br><b>52.79M</b> copies per person per day","7-day avg. load on Feb 01 :<br><b>63.3M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Feb 01, 2021<br><b>Omicron</b> NA%"
2021-02-01,243863,443,14.0052303054215,16.9544129527741,"Feb 01, 2021<br><b>16.95</b> cases per 100,000 people",52.7916666980816,2.85552591273075,63.2662047788521,"Feb 01, 2021<br><b>52.79M</b> copies per person per day","7-day avg. load on Feb 01 :<br><b>63.3M</b> copies per person per day","L452R","Delta",NA,NA,NA,"Feb 01, 2021<br><b>Delta</b> NA%"
2021-02-01,243863,443,14.0052303054215,16.9544129527741,"Feb 01, 2021<br><b>16.95</b> cases per 100,000 people",52.7916666980816,2.85552591273075,63.2662047788521,"Feb 01, 2021<br><b>52.79M</b> copies per person per day","7-day avg. load on Feb 01 :<br><b>63.3M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",NA,NA,0.014965,"Feb 01, 2021<br><b>Alpha, Beta & Gamma</b> NA%"
2021-02-02,244221,358,11.3179964996409,16.7331113452392,"Feb 02, 2021<br><b>16.73</b> cases per 100,000 people",84.8263312636374,NA,60.7661781848846,"Feb 02, 2021<br><b>84.83M</b> copies per person per day","7-day avg. load on Feb 02 :<br><b>60.8M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Feb 02, 2021<br><b>Omicron</b> NA%"
2021-02-02,244221,358,11.3179964996409,16.7331113452392,"Feb 02, 2021<br><b>16.73</b> cases per 100,000 people",84.8263312636374,NA,60.7661781848846,"Feb 02, 2021<br><b>84.83M</b> copies per person per day","7-day avg. load on Feb 02 :<br><b>60.8M</b> copies per person per day","L452R","Delta",NA,NA,NA,"Feb 02, 2021<br><b>Delta</b> NA%"
2021-02-02,244221,358,11.3179964996409,16.7331113452392,"Feb 02, 2021<br><b>16.73</b> cases per 100,000 people",84.8263312636374,NA,60.7661781848846,"Feb 02, 2021<br><b>84.83M</b> copies per person per day","7-day avg. load on Feb 02 :<br><b>60.8M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",NA,NA,0.011352,"Feb 02, 2021<br><b>Alpha, Beta & Gamma</b> NA%"
2021-02-03,244591,370,11.6973706839864,16.4169661916179,"Feb 03, 2021<br><b>16.42</b> cases per 100,000 people",36.0580109423915,13.4490103179996,57.2364400073855,"Feb 03, 2021<br><b>36.06M</b> copies per person per day","7-day avg. load on Feb 03 :<br><b>57.2M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Feb 03, 2021<br><b>Omicron</b> NA%"
2021-02-03,244591,370,11.6973706839864,16.4169661916179,"Feb 03, 2021<br><b>16.42</b> cases per 100,000 people",36.0580109423915,13.4490103179996,57.2364400073855,"Feb 03, 2021<br><b>36.06M</b> copies per person per day","7-day avg. load on Feb 03 :<br><b>57.2M</b> copies per person per day","L452R","Delta",NA,NA,NA,"Feb 03, 2021<br><b>Delta</b> NA%"
2021-02-03,244591,370,11.6973706839864,16.4169661916179,"Feb 03, 2021<br><b>16.42</b> cases per 100,000 people",36.0580109423915,13.4490103179996,57.2364400073855,"Feb 03, 2021<br><b>36.06M</b> copies per person per day","7-day avg. load on Feb 03 :<br><b>57.2M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",NA,NA,0.022703,"Feb 03, 2021<br><b>Alpha, Beta & Gamma</b> NA%"
2021-02-04,245343,752,23.7741155523182,16.7240786265643,"Feb 04, 2021<br><b>16.72</b> cases per 100,000 people",33.0804809877369,2.09657545725609,52.9105200383387,"Feb 04, 2021<br><b>33.08M</b> copies per person per day","7-day avg. load on Feb 04 :<br><b>52.9M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Feb 04, 2021<br><b>Omicron</b> NA%"
2021-02-04,245343,752,23.7741155523182,16.7240786265643,"Feb 04, 2021<br><b>16.72</b> cases per 100,000 people",33.0804809877369,2.09657545725609,52.9105200383387,"Feb 04, 2021<br><b>33.08M</b> copies per person per day","7-day avg. load on Feb 04 :<br><b>52.9M</b> copies per person per day","L452R","Delta",NA,NA,NA,"Feb 04, 2021<br><b>Delta</b> NA%"
2021-02-04,245343,752,23.7741155523182,16.7240786265643,"Feb 04, 2021<br><b>16.72</b> cases per 100,000 people",33.0804809877369,2.09657545725609,52.9105200383387,"Feb 04, 2021<br><b>33.08M</b> copies per person per day","7-day avg. load on Feb 04 :<br><b>52.9M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",NA,NA,0.022703,"Feb 04, 2021<br><b>Alpha, Beta & Gamma</b> NA%"
2021-02-05,245895,552,17.4512124798932,16.1053373973341,"Feb 05, 2021<br><b>16.11</b> cases per 100,000 people",66.101997118945,NA,53.308753135251,"Feb 05, 2021<br><b>66.1M</b> copies per person per day","7-day avg. load on Feb 05 :<br><b>53.3M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Feb 05, 2021<br><b>Omicron</b> NA%"
2021-02-05,245895,552,17.4512124798932,16.1053373973341,"Feb 05, 2021<br><b>16.11</b> cases per 100,000 people",66.101997118945,NA,53.308753135251,"Feb 05, 2021<br><b>66.1M</b> copies per person per day","7-day avg. load on Feb 05 :<br><b>53.3M</b> copies per person per day","L452R","Delta",NA,NA,NA,"Feb 05, 2021<br><b>Delta</b> NA%"
2021-02-05,245895,552,17.4512124798932,16.1053373973341,"Feb 05, 2021<br><b>16.11</b> cases per 100,000 people",66.101997118945,NA,53.308753135251,"Feb 05, 2021<br><b>66.1M</b> copies per person per day","7-day avg. load on Feb 05 :<br><b>53.3M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",NA,NA,0.022703,"Feb 05, 2021<br><b>Alpha, Beta & Gamma</b> NA%"
2021-02-06,246456,561,17.7357431181523,16.2814754114945,"Feb 06, 2021<br><b>16.28</b> cases per 100,000 people",47.2420277140931,4.45064669280358,48.8813981116689,"Feb 06, 2021<br><b>47.24M</b> copies per person per day","7-day avg. load on Feb 06 :<br><b>48.9M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Feb 06, 2021<br><b>Omicron</b> NA%"
2021-02-06,246456,561,17.7357431181523,16.2814754114945,"Feb 06, 2021<br><b>16.28</b> cases per 100,000 people",47.2420277140931,4.45064669280358,48.8813981116689,"Feb 06, 2021<br><b>47.24M</b> copies per person per day","7-day avg. load on Feb 06 :<br><b>48.9M</b> copies per person per day","L452R","Delta",NA,NA,NA,"Feb 06, 2021<br><b>Delta</b> NaN%"
2021-02-06,246456,561,17.7357431181523,16.2814754114945,"Feb 06, 2021<br><b>16.28</b> cases per 100,000 people",47.2420277140931,4.45064669280358,48.8813981116689,"Feb 06, 2021<br><b>47.24M</b> copies per person per day","7-day avg. load on Feb 06 :<br><b>48.9M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",0,0,0.011352,"Feb 06, 2021<br><b>Alpha, Beta & Gamma</b> 0%"
2021-02-07,246964,508,16.0601738039597,16.0059774919103,"Feb 07, 2021<br><b>16.01</b> cases per 100,000 people",54.2432271827955,7.22998956092978,53.477677415383,"Feb 07, 2021<br><b>54.24M</b> copies per person per day","7-day avg. load on Feb 07 :<br><b>53.5M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Feb 07, 2021<br><b>Omicron</b> NA%"
2021-02-07,246964,508,16.0601738039597,16.0059774919103,"Feb 07, 2021<br><b>16.01</b> cases per 100,000 people",54.2432271827955,7.22998956092978,53.477677415383,"Feb 07, 2021<br><b>54.24M</b> copies per person per day","7-day avg. load on Feb 07 :<br><b>53.5M</b> copies per person per day","L452R","Delta",NA,NA,NA,"Feb 07, 2021<br><b>Delta</b> NA%"
2021-02-07,246964,508,16.0601738039597,16.0059774919103,"Feb 07, 2021<br><b>16.01</b> cases per 100,000 people",54.2432271827955,7.22998956092978,53.477677415383,"Feb 07, 2021<br><b>54.24M</b> copies per person per day","7-day avg. load on Feb 07 :<br><b>53.5M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",NA,NA,0,"Feb 07, 2021<br><b>Alpha, Beta & Gamma</b> NA%"
2021-02-08,247278,314,9.92695782370735,15.4233671373797,"Feb 08, 2021<br><b>15.42</b> cases per 100,000 people",86.8596473496241,0.448767649759418,58.3445317941748,"Feb 08, 2021<br><b>86.86M</b> copies per person per day","7-day avg. load on Feb 08 :<br><b>58.3M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Feb 08, 2021<br><b>Omicron</b> NA%"
2021-02-08,247278,314,9.92695782370735,15.4233671373797,"Feb 08, 2021<br><b>15.42</b> cases per 100,000 people",86.8596473496241,0.448767649759418,58.3445317941748,"Feb 08, 2021<br><b>86.86M</b> copies per person per day","7-day avg. load on Feb 08 :<br><b>58.3M</b> copies per person per day","L452R","Delta",NA,NA,NA,"Feb 08, 2021<br><b>Delta</b> NA%"
2021-02-08,247278,314,9.92695782370735,15.4233671373797,"Feb 08, 2021<br><b>15.42</b> cases per 100,000 people",86.8596473496241,0.448767649759418,58.3445317941748,"Feb 08, 2021<br><b>86.86M</b> copies per person per day","7-day avg. load on Feb 08 :<br><b>58.3M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",NA,NA,0,"Feb 08, 2021<br><b>Alpha, Beta & Gamma</b> NA%"
2021-02-09,247570,292,9.23143848574059,15.1252874211082,"Feb 09, 2021<br><b>15.13</b> cases per 100,000 people",51.9159255468301,NA,53.6430452632023,"Feb 09, 2021<br><b>51.92M</b> copies per person per day","7-day avg. load on Feb 09 :<br><b>53.6M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Feb 09, 2021<br><b>Omicron</b> NA%"
2021-02-09,247570,292,9.23143848574059,15.1252874211082,"Feb 09, 2021<br><b>15.13</b> cases per 100,000 people",51.9159255468301,NA,53.6430452632023,"Feb 09, 2021<br><b>51.92M</b> copies per person per day","7-day avg. load on Feb 09 :<br><b>53.6M</b> copies per person per day","L452R","Delta",NA,NA,NA,"Feb 09, 2021<br><b>Delta</b> NA%"
2021-02-09,247570,292,9.23143848574059,15.1252874211082,"Feb 09, 2021<br><b>15.13</b> cases per 100,000 people",51.9159255468301,NA,53.6430452632023,"Feb 09, 2021<br><b>51.92M</b> copies per person per day","7-day avg. load on Feb 09 :<br><b>53.6M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",NA,NA,0,"Feb 09, 2021<br><b>Alpha, Beta & Gamma</b> NA%"
2021-02-10,247892,322,10.1798739466043,14.9085021729108,"Feb 10, 2021<br><b>14.91</b> cases per 100,000 people",30.74217591259,5.76146464614876,52.8836402589449,"Feb 10, 2021<br><b>30.74M</b> copies per person per day","7-day avg. load on Feb 10 :<br><b>52.9M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Feb 10, 2021<br><b>Omicron</b> NA%"
2021-02-10,247892,322,10.1798739466043,14.9085021729108,"Feb 10, 2021<br><b>14.91</b> cases per 100,000 people",30.74217591259,5.76146464614876,52.8836402589449,"Feb 10, 2021<br><b>30.74M</b> copies per person per day","7-day avg. load on Feb 10 :<br><b>52.9M</b> copies per person per day","L452R","Delta",NA,NA,NA,"Feb 10, 2021<br><b>Delta</b> NA%"
2021-02-10,247892,322,10.1798739466043,14.9085021729108,"Feb 10, 2021<br><b>14.91</b> cases per 100,000 people",30.74217591259,5.76146464614876,52.8836402589449,"Feb 10, 2021<br><b>30.74M</b> copies per person per day","7-day avg. load on Feb 10 :<br><b>52.9M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",NA,NA,0,"Feb 10, 2021<br><b>Alpha, Beta & Gamma</b> NA%"
2021-02-11,248341,449,14.1949173975943,13.5400452936645,"Feb 11, 2021<br><b>13.54</b> cases per 100,000 people",44.1141015084968,2.71685403035144,54.4598717619106,"Feb 11, 2021<br><b>44.11M</b> copies per person per day","7-day avg. load on Feb 11 :<br><b>54.5M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Feb 11, 2021<br><b>Omicron</b> NA%"
2021-02-11,248341,449,14.1949173975943,13.5400452936645,"Feb 11, 2021<br><b>13.54</b> cases per 100,000 people",44.1141015084968,2.71685403035144,54.4598717619106,"Feb 11, 2021<br><b>44.11M</b> copies per person per day","7-day avg. load on Feb 11 :<br><b>54.5M</b> copies per person per day","L452R","Delta",NA,NA,NA,"Feb 11, 2021<br><b>Delta</b> NaN%"
2021-02-11,248341,449,14.1949173975943,13.5400452936645,"Feb 11, 2021<br><b>13.54</b> cases per 100,000 people",44.1141015084968,2.71685403035144,54.4598717619106,"Feb 11, 2021<br><b>44.11M</b> copies per person per day","7-day avg. load on Feb 11 :<br><b>54.5M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",0.046464,0.046464,0.023232,"Feb 11, 2021<br><b>Alpha, Beta & Gamma</b> 4.65%"
2021-02-12,248926,585,18.4944914868433,13.6890851518003,"Feb 12, 2021<br><b>13.69</b> cases per 100,000 people",41.2039850956328,4.73936536230563,50.9030129014375,"Feb 12, 2021<br><b>41.2M</b> copies per person per day","7-day avg. load on Feb 12 :<br><b>50.9M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Feb 12, 2021<br><b>Omicron</b> NA%"
2021-02-12,248926,585,18.4944914868433,13.6890851518003,"Feb 12, 2021<br><b>13.69</b> cases per 100,000 people",41.2039850956328,4.73936536230563,50.9030129014375,"Feb 12, 2021<br><b>41.2M</b> copies per person per day","7-day avg. load on Feb 12 :<br><b>50.9M</b> copies per person per day","L452R","Delta",NA,NA,NA,"Feb 12, 2021<br><b>Delta</b> NaN%"
2021-02-12,248926,585,18.4944914868433,13.6890851518003,"Feb 12, 2021<br><b>13.69</b> cases per 100,000 people",41.2039850956328,4.73936536230563,50.9030129014375,"Feb 12, 2021<br><b>41.2M</b> copies per person per day","7-day avg. load on Feb 12 :<br><b>50.9M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",0,0,0.015488,"Feb 12, 2021<br><b>Alpha, Beta & Gamma</b> 0%"
2021-02-13,249428,502,15.8704867117869,13.4226199508909,"Feb 13, 2021<br><b>13.42</b> cases per 100,000 people",34.4143039924221,16.049188507025,49.0704809411988,"Feb 13, 2021<br><b>34.41M</b> copies per person per day","7-day avg. load on Feb 13 :<br><b>49.1M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Feb 13, 2021<br><b>Omicron</b> NA%"
2021-02-13,249428,502,15.8704867117869,13.4226199508909,"Feb 13, 2021<br><b>13.42</b> cases per 100,000 people",34.4143039924221,16.049188507025,49.0704809411988,"Feb 13, 2021<br><b>34.41M</b> copies per person per day","7-day avg. load on Feb 13 :<br><b>49.1M</b> copies per person per day","L452R","Delta",NA,NA,NA,"Feb 13, 2021<br><b>Delta</b> NA%"
2021-02-13,249428,502,15.8704867117869,13.4226199508909,"Feb 13, 2021<br><b>13.42</b> cases per 100,000 people",34.4143039924221,16.049188507025,49.0704809411988,"Feb 13, 2021<br><b>34.41M</b> copies per person per day","7-day avg. load on Feb 13 :<br><b>49.1M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",NA,NA,0.023232,"Feb 13, 2021<br><b>Alpha, Beta & Gamma</b> NA%"
2021-02-14,249868,440,13.9103867593351,13.1155075159446,"Feb 14, 2021<br><b>13.12</b> cases per 100,000 people",24.4968313462172,0.266701120593598,44.8209958216876,"Feb 14, 2021<br><b>24.5M</b> copies per person per day","7-day avg. load on Feb 14 :<br><b>44.8M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Feb 14, 2021<br><b>Omicron</b> NA%"
2021-02-14,249868,440,13.9103867593351,13.1155075159446,"Feb 14, 2021<br><b>13.12</b> cases per 100,000 people",24.4968313462172,0.266701120593598,44.8209958216876,"Feb 14, 2021<br><b>24.5M</b> copies per person per day","7-day avg. load on Feb 14 :<br><b>44.8M</b> copies per person per day","L452R","Delta",NA,NA,NA,"Feb 14, 2021<br><b>Delta</b> NA%"
2021-02-14,249868,440,13.9103867593351,13.1155075159446,"Feb 14, 2021<br><b>13.12</b> cases per 100,000 people",24.4968313462172,0.266701120593598,44.8209958216876,"Feb 14, 2021<br><b>24.5M</b> copies per person per day","7-day avg. load on Feb 14 :<br><b>44.8M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",NA,NA,0.023232,"Feb 14, 2021<br><b>Alpha, Beta & Gamma</b> NA%"
2021-02-15,250208,340,10.7489352231226,13.2329328587182,"Feb 15, 2021<br><b>13.23</b> cases per 100,000 people",34.3985347455688,4.58157182306316,37.3265511639654,"Feb 15, 2021<br><b>34.4M</b> copies per person per day","7-day avg. load on Feb 15 :<br><b>37.3M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Feb 15, 2021<br><b>Omicron</b> NA%"
2021-02-15,250208,340,10.7489352231226,13.2329328587182,"Feb 15, 2021<br><b>13.23</b> cases per 100,000 people",34.3985347455688,4.58157182306316,37.3265511639654,"Feb 15, 2021<br><b>34.4M</b> copies per person per day","7-day avg. load on Feb 15 :<br><b>37.3M</b> copies per person per day","L452R","Delta",NA,NA,NA,"Feb 15, 2021<br><b>Delta</b> NA%"
