"date","covid_cases_total","covid_cases_new","covid_cases_per100K","covid_cases_7day.x","hover_text_case.x","copies_day_person_M_mn","copies_day_person_M_se","hover_text_load","covid_cases_7day.y","hover_text_case.y","mutation","variant","frequency","frequency_gapfill","frequency_7day","hover_text_variant"
2021-03-14,262800,511,16.155017350046,17.4783106359178,"Mar 14, 2021<br><b>17.48</b> cases per 100,000 people",41.5666,1.9962,"Mar 14, 2021<br><b>41.57</b> copies of RNA per day per person",15.7287,"Mar 14, 2021<br><b>15.73</b> cases per 100,000 people","K417N","Omicron",NA,NA,NA,"Mar 14, 2021<br><b>Omicron</b> NaN%"
2021-03-14,262800,511,16.155017350046,17.4783106359178,"Mar 14, 2021<br><b>17.48</b> cases per 100,000 people",41.5666,1.9962,"Mar 14, 2021<br><b>41.57</b> copies of RNA per day per person",15.7287,"Mar 14, 2021<br><b>15.73</b> cases per 100,000 people","L452R","Delta",NA,NA,NA,"Mar 14, 2021<br><b>Delta</b> NaN%"
2021-03-14,262800,511,16.155017350046,17.4783106359178,"Mar 14, 2021<br><b>17.48</b> cases per 100,000 people",41.5666,1.9962,"Mar 14, 2021<br><b>41.57</b> copies of RNA per day per person",15.7287,"Mar 14, 2021<br><b>15.73</b> cases per 100,000 people","N501Y","Alpha, Beta & Gamma",0.17,0.17,0.17,"Mar 14, 2021<br><b>Alpha, Beta & Gamma</b> 17%"
2021-03-15,263253,453,14.3213754590428,18.3635170660574,"Mar 15, 2021<br><b>18.36</b> cases per 100,000 people",38.1186,5.6096,"Mar 15, 2021<br><b>38.12</b> copies of RNA per day per person",16.6169,"Mar 15, 2021<br><b>16.62</b> cases per 100,000 people","K417N","Omicron",NA,NA,NA,"Mar 15, 2021<br><b>Omicron</b> NaN%"
2021-03-15,263253,453,14.3213754590428,18.3635170660574,"Mar 15, 2021<br><b>18.36</b> cases per 100,000 people",38.1186,5.6096,"Mar 15, 2021<br><b>38.12</b> copies of RNA per day per person",16.6169,"Mar 15, 2021<br><b>16.62</b> cases per 100,000 people","L452R","Delta",NA,NA,NA,"Mar 15, 2021<br><b>Delta</b> NaN%"
2021-03-15,263253,453,14.3213754590428,18.3635170660574,"Mar 15, 2021<br><b>18.36</b> cases per 100,000 people",38.1186,5.6096,"Mar 15, 2021<br><b>38.12</b> copies of RNA per day per person",16.6169,"Mar 15, 2021<br><b>16.62</b> cases per 100,000 people","N501Y","Alpha, Beta & Gamma",NA,NA,0.17,"Mar 15, 2021<br><b>Alpha, Beta & Gamma</b> 17%"
2021-03-16,263642,389,12.2980464758667,16.5163260970417,"Mar 16, 2021<br><b>16.52</b> cases per 100,000 people",49.191,2.9459,"Mar 16, 2021<br><b>49.19</b> copies of RNA per day per person",16.5715,"Mar 16, 2021<br><b>16.57</b> cases per 100,000 people","K417N","Omicron",NA,NA,NA,"Mar 16, 2021<br><b>Omicron</b> NaN%"
2021-03-16,263642,389,12.2980464758667,16.5163260970417,"Mar 16, 2021<br><b>16.52</b> cases per 100,000 people",49.191,2.9459,"Mar 16, 2021<br><b>49.19</b> copies of RNA per day per person",16.5715,"Mar 16, 2021<br><b>16.57</b> cases per 100,000 people","L452R","Delta",NA,NA,NA,"Mar 16, 2021<br><b>Delta</b> NaN%"
2021-03-16,263642,389,12.2980464758667,16.5163260970417,"Mar 16, 2021<br><b>16.52</b> cases per 100,000 people",49.191,2.9459,"Mar 16, 2021<br><b>49.19</b> copies of RNA per day per person",16.5715,"Mar 16, 2021<br><b>16.57</b> cases per 100,000 people","N501Y","Alpha, Beta & Gamma",NA,NA,0.17,"Mar 16, 2021<br><b>Alpha, Beta & Gamma</b> 17%"
2021-03-17,264199,557,17.6092850567038,16.9950601868111,"Mar 17, 2021<br><b>17</b> cases per 100,000 people",50.3372,4.0329,"Mar 17, 2021<br><b>50.34</b> copies of RNA per day per person",17.0519,"Mar 17, 2021<br><b>17.05</b> cases per 100,000 people","K417N","Omicron",NA,NA,NA,"Mar 17, 2021<br><b>Omicron</b> NaN%"
2021-03-17,264199,557,17.6092850567038,16.9950601868111,"Mar 17, 2021<br><b>17</b> cases per 100,000 people",50.3372,4.0329,"Mar 17, 2021<br><b>50.34</b> copies of RNA per day per person",17.0519,"Mar 17, 2021<br><b>17.05</b> cases per 100,000 people","L452R","Delta",NA,NA,NA,"Mar 17, 2021<br><b>Delta</b> NaN%"
2021-03-17,264199,557,17.6092850567038,16.9950601868111,"Mar 17, 2021<br><b>17</b> cases per 100,000 people",50.3372,4.0329,"Mar 17, 2021<br><b>50.34</b> copies of RNA per day per person",17.0519,"Mar 17, 2021<br><b>17.05</b> cases per 100,000 people","N501Y","Alpha, Beta & Gamma",NA,NA,0.17,"Mar 17, 2021<br><b>Alpha, Beta & Gamma</b> 17%"
2021-03-18,265041,842,26.6194219349095,18.1241500211727,"Mar 18, 2021<br><b>18.12</b> cases per 100,000 people",42.2428,1.5238,"Mar 18, 2021<br><b>42.24</b> copies of RNA per day per person",18.1847,"Mar 18, 2021<br><b>18.18</b> cases per 100,000 people","K417N","Omicron",NA,NA,NA,"Mar 18, 2021<br><b>Omicron</b> NaN%"
2021-03-18,265041,842,26.6194219349095,18.1241500211727,"Mar 18, 2021<br><b>18.12</b> cases per 100,000 people",42.2428,1.5238,"Mar 18, 2021<br><b>42.24</b> copies of RNA per day per person",18.1847,"Mar 18, 2021<br><b>18.18</b> cases per 100,000 people","L452R","Delta",NA,NA,NA,"Mar 18, 2021<br><b>Delta</b> NaN%"
2021-03-18,265041,842,26.6194219349095,18.1241500211727,"Mar 18, 2021<br><b>18.12</b> cases per 100,000 people",42.2428,1.5238,"Mar 18, 2021<br><b>42.24</b> copies of RNA per day per person",18.1847,"Mar 18, 2021<br><b>18.18</b> cases per 100,000 people","N501Y","Alpha, Beta & Gamma",NA,NA,0.35,"Mar 18, 2021<br><b>Alpha, Beta & Gamma</b> 35%"
2021-03-19,265775,734,23.2050542758,18.8377347964892,"Mar 19, 2021<br><b>18.84</b> cases per 100,000 people",37.6732,4.1563,"Mar 19, 2021<br><b>37.67</b> copies of RNA per day per person",18.9007,"Mar 19, 2021<br><b>18.9</b> cases per 100,000 people","K417N","Omicron",NA,NA,NA,"Mar 19, 2021<br><b>Omicron</b> NaN%"
2021-03-19,265775,734,23.2050542758,18.8377347964892,"Mar 19, 2021<br><b>18.84</b> cases per 100,000 people",37.6732,4.1563,"Mar 19, 2021<br><b>37.67</b> copies of RNA per day per person",18.9007,"Mar 19, 2021<br><b>18.9</b> cases per 100,000 people","L452R","Delta",NA,NA,NA,"Mar 19, 2021<br><b>Delta</b> NaN%"
2021-03-19,265775,734,23.2050542758,18.8377347964892,"Mar 19, 2021<br><b>18.84</b> cases per 100,000 people",37.6732,4.1563,"Mar 19, 2021<br><b>37.67</b> copies of RNA per day per person",18.9007,"Mar 19, 2021<br><b>18.9</b> cases per 100,000 people","N501Y","Alpha, Beta & Gamma",NA,NA,0.35,"Mar 19, 2021<br><b>Alpha, Beta & Gamma</b> 35%"
2021-03-20,266531,756,23.9005736137667,19.1583963094479,"Mar 20, 2021<br><b>19.16</b> cases per 100,000 people",85.93,2.8783,"Mar 20, 2021<br><b>85.93</b> copies of RNA per day per person",19.2224,"Mar 20, 2021<br><b>19.22</b> cases per 100,000 people","K417N","Omicron",NA,NA,NA,"Mar 20, 2021<br><b>Omicron</b> NaN%"
2021-03-20,266531,756,23.9005736137667,19.1583963094479,"Mar 20, 2021<br><b>19.16</b> cases per 100,000 people",85.93,2.8783,"Mar 20, 2021<br><b>85.93</b> copies of RNA per day per person",19.2224,"Mar 20, 2021<br><b>19.22</b> cases per 100,000 people","L452R","Delta",NA,NA,NA,"Mar 20, 2021<br><b>Delta</b> NaN%"
2021-03-20,266531,756,23.9005736137667,19.1583963094479,"Mar 20, 2021<br><b>19.16</b> cases per 100,000 people",85.93,2.8783,"Mar 20, 2021<br><b>85.93</b> copies of RNA per day per person",19.2224,"Mar 20, 2021<br><b>19.22</b> cases per 100,000 people","N501Y","Alpha, Beta & Gamma",NA,NA,0.35,"Mar 20, 2021<br><b>Alpha, Beta & Gamma</b> 35%"
2021-03-21,267004,473,14.9536657662853,18.986774654625,"Mar 21, 2021<br><b>18.99</b> cases per 100,000 people",44.9562,0.9404,"Mar 21, 2021<br><b>44.96</b> copies of RNA per day per person",19.0503,"Mar 21, 2021<br><b>19.05</b> cases per 100,000 people","K417N","Omicron",NA,NA,NA,"Mar 21, 2021<br><b>Omicron</b> NaN%"
2021-03-21,267004,473,14.9536657662853,18.986774654625,"Mar 21, 2021<br><b>18.99</b> cases per 100,000 people",44.9562,0.9404,"Mar 21, 2021<br><b>44.96</b> copies of RNA per day per person",19.0503,"Mar 21, 2021<br><b>19.05</b> cases per 100,000 people","L452R","Delta",NA,NA,NA,"Mar 21, 2021<br><b>Delta</b> NaN%"
2021-03-21,267004,473,14.9536657662853,18.986774654625,"Mar 21, 2021<br><b>18.99</b> cases per 100,000 people",44.9562,0.9404,"Mar 21, 2021<br><b>44.96</b> copies of RNA per day per person",19.0503,"Mar 21, 2021<br><b>19.05</b> cases per 100,000 people","N501Y","Alpha, Beta & Gamma",0.35,0.35,0.35,"Mar 21, 2021<br><b>Alpha, Beta & Gamma</b> 35%"
2021-03-22,267684,680,21.4978704462452,20.0119882242253,"Mar 22, 2021<br><b>20.01</b> cases per 100,000 people",62.6329,0.6658,"Mar 22, 2021<br><b>62.63</b> copies of RNA per day per person",20.0789,"Mar 22, 2021<br><b>20.08</b> cases per 100,000 people","K417N","Omicron",NA,NA,NA,"Mar 22, 2021<br><b>Omicron</b> NaN%"
2021-03-22,267684,680,21.4978704462452,20.0119882242253,"Mar 22, 2021<br><b>20.01</b> cases per 100,000 people",62.6329,0.6658,"Mar 22, 2021<br><b>62.63</b> copies of RNA per day per person",20.0789,"Mar 22, 2021<br><b>20.08</b> cases per 100,000 people","L452R","Delta",NA,NA,NA,"Mar 22, 2021<br><b>Delta</b> NaN%"
2021-03-22,267684,680,21.4978704462452,20.0119882242253,"Mar 22, 2021<br><b>20.01</b> cases per 100,000 people",62.6329,0.6658,"Mar 22, 2021<br><b>62.63</b> copies of RNA per day per person",20.0789,"Mar 22, 2021<br><b>20.08</b> cases per 100,000 people","N501Y","Alpha, Beta & Gamma",NA,NA,0.545,"Mar 22, 2021<br><b>Alpha, Beta & Gamma</b> 54.5%"
2021-03-23,268160,476,15.0485093123716,20.4049114865832,"Mar 23, 2021<br><b>20.4</b> cases per 100,000 people",54.7431,2.9129,"Mar 23, 2021<br><b>54.74</b> copies of RNA per day per person",20.4731,"Mar 23, 2021<br><b>20.47</b> cases per 100,000 people","K417N","Omicron",NA,NA,NA,"Mar 23, 2021<br><b>Omicron</b> NaN%"
2021-03-23,268160,476,15.0485093123716,20.4049114865832,"Mar 23, 2021<br><b>20.4</b> cases per 100,000 people",54.7431,2.9129,"Mar 23, 2021<br><b>54.74</b> copies of RNA per day per person",20.4731,"Mar 23, 2021<br><b>20.47</b> cases per 100,000 people","L452R","Delta",NA,NA,NA,"Mar 23, 2021<br><b>Delta</b> NaN%"
2021-03-23,268160,476,15.0485093123716,20.4049114865832,"Mar 23, 2021<br><b>20.4</b> cases per 100,000 people",54.7431,2.9129,"Mar 23, 2021<br><b>54.74</b> copies of RNA per day per person",20.4731,"Mar 23, 2021<br><b>20.47</b> cases per 100,000 people","N501Y","Alpha, Beta & Gamma",NA,NA,0.545,"Mar 23, 2021<br><b>Alpha, Beta & Gamma</b> 54.5%"
2021-03-24,268876,716,22.6359929992817,21.1230126212372,"Mar 24, 2021<br><b>21.12</b> cases per 100,000 people",64.9612,1.7694,"Mar 24, 2021<br><b>64.96</b> copies of RNA per day per person",21.1936,"Mar 24, 2021<br><b>21.19</b> cases per 100,000 people","K417N","Omicron",NA,NA,NA,"Mar 24, 2021<br><b>Omicron</b> NaN%"
2021-03-24,268876,716,22.6359929992817,21.1230126212372,"Mar 24, 2021<br><b>21.12</b> cases per 100,000 people",64.9612,1.7694,"Mar 24, 2021<br><b>64.96</b> copies of RNA per day per person",21.1936,"Mar 24, 2021<br><b>21.19</b> cases per 100,000 people","L452R","Delta",NA,NA,NA,"Mar 24, 2021<br><b>Delta</b> NaN%"
2021-03-24,268876,716,22.6359929992817,21.1230126212372,"Mar 24, 2021<br><b>21.12</b> cases per 100,000 people",64.9612,1.7694,"Mar 24, 2021<br><b>64.96</b> copies of RNA per day per person",21.1936,"Mar 24, 2021<br><b>21.19</b> cases per 100,000 people","N501Y","Alpha, Beta & Gamma",NA,NA,0.545,"Mar 24, 2021<br><b>Alpha, Beta & Gamma</b> 54.5%"
2021-03-25,269922,1046,33.0687830687831,22.0443499260762,"Mar 25, 2021<br><b>22.04</b> cases per 100,000 people",69.1683,5.5355,"Mar 25, 2021<br><b>69.17</b> copies of RNA per day per person",22.1181,"Mar 25, 2021<br><b>22.12</b> cases per 100,000 people","K417N","Omicron",NA,NA,NA,"Mar 25, 2021<br><b>Omicron</b> NaN%"
2021-03-25,269922,1046,33.0687830687831,22.0443499260762,"Mar 25, 2021<br><b>22.04</b> cases per 100,000 people",69.1683,5.5355,"Mar 25, 2021<br><b>69.17</b> copies of RNA per day per person",22.1181,"Mar 25, 2021<br><b>22.12</b> cases per 100,000 people","L452R","Delta",NA,NA,NA,"Mar 25, 2021<br><b>Delta</b> NaN%"
2021-03-25,269922,1046,33.0687830687831,22.0443499260762,"Mar 25, 2021<br><b>22.04</b> cases per 100,000 people",69.1683,5.5355,"Mar 25, 2021<br><b>69.17</b> copies of RNA per day per person",22.1181,"Mar 25, 2021<br><b>22.12</b> cases per 100,000 people","N501Y","Alpha, Beta & Gamma",0.74,0.74,0.74,"Mar 25, 2021<br><b>Alpha, Beta & Gamma</b> 74%"
2021-03-26,270792,870,27.504628365049,22.658574795969,"Mar 26, 2021<br><b>22.66</b> cases per 100,000 people",64.8333,2.0287,"Mar 26, 2021<br><b>64.83</b> copies of RNA per day per person",22.7343,"Mar 26, 2021<br><b>22.73</b> cases per 100,000 people","K417N","Omicron",NA,NA,NA,"Mar 26, 2021<br><b>Omicron</b> NaN%"
2021-03-26,270792,870,27.504628365049,22.658574795969,"Mar 26, 2021<br><b>22.66</b> cases per 100,000 people",64.8333,2.0287,"Mar 26, 2021<br><b>64.83</b> copies of RNA per day per person",22.7343,"Mar 26, 2021<br><b>22.73</b> cases per 100,000 people","L452R","Delta",NA,NA,NA,"Mar 26, 2021<br><b>Delta</b> NaN%"
2021-03-26,270792,870,27.504628365049,22.658574795969,"Mar 26, 2021<br><b>22.66</b> cases per 100,000 people",64.8333,2.0287,"Mar 26, 2021<br><b>64.83</b> copies of RNA per day per person",22.7343,"Mar 26, 2021<br><b>22.73</b> cases per 100,000 people","N501Y","Alpha, Beta & Gamma",NA,NA,0.74,"Mar 26, 2021<br><b>Alpha, Beta & Gamma</b> 74%"
2021-03-27,271721,929,29.3698847714144,23.4399049613472,"Mar 27, 2021<br><b>23.44</b> cases per 100,000 people",73.4433,2.3158,"Mar 27, 2021<br><b>73.44</b> copies of RNA per day per person",23.5183,"Mar 27, 2021<br><b>23.52</b> cases per 100,000 people","K417N","Omicron",NA,NA,NA,"Mar 27, 2021<br><b>Omicron</b> NaN%"
2021-03-27,271721,929,29.3698847714144,23.4399049613472,"Mar 27, 2021<br><b>23.44</b> cases per 100,000 people",73.4433,2.3158,"Mar 27, 2021<br><b>73.44</b> copies of RNA per day per person",23.5183,"Mar 27, 2021<br><b>23.52</b> cases per 100,000 people","L452R","Delta",NA,NA,NA,"Mar 27, 2021<br><b>Delta</b> NaN%"
2021-03-27,271721,929,29.3698847714144,23.4399049613472,"Mar 27, 2021<br><b>23.44</b> cases per 100,000 people",73.4433,2.3158,"Mar 27, 2021<br><b>73.44</b> copies of RNA per day per person",23.5183,"Mar 27, 2021<br><b>23.52</b> cases per 100,000 people","N501Y","Alpha, Beta & Gamma",NA,NA,0.74,"Mar 27, 2021<br><b>Alpha, Beta & Gamma</b> 74%"
2021-03-28,272362,641,20.2649043471223,24.1986533300382,"Mar 28, 2021<br><b>24.2</b> cases per 100,000 people",105.9553,3.2751,"Mar 28, 2021<br><b>105.96</b> copies of RNA per day per person",24.2796,"Mar 28, 2021<br><b>24.28</b> cases per 100,000 people","K417N","Omicron",NA,NA,NA,"Mar 28, 2021<br><b>Omicron</b> NaN%"
2021-03-28,272362,641,20.2649043471223,24.1986533300382,"Mar 28, 2021<br><b>24.2</b> cases per 100,000 people",105.9553,3.2751,"Mar 28, 2021<br><b>105.96</b> copies of RNA per day per person",24.2796,"Mar 28, 2021<br><b>24.28</b> cases per 100,000 people","L452R","Delta",NA,NA,NA,"Mar 28, 2021<br><b>Delta</b> NaN%"
2021-03-28,272362,641,20.2649043471223,24.1986533300382,"Mar 28, 2021<br><b>24.2</b> cases per 100,000 people",105.9553,3.2751,"Mar 28, 2021<br><b>105.96</b> copies of RNA per day per person",24.2796,"Mar 28, 2021<br><b>24.28</b> cases per 100,000 people","N501Y","Alpha, Beta & Gamma",NA,NA,0.74,"Mar 28, 2021<br><b>Alpha, Beta & Gamma</b> 74%"
2021-03-29,273263,901,28.4846783412749,25.1967687436139,"Mar 29, 2021<br><b>25.2</b> cases per 100,000 people",85.1681,5.3188,"Mar 29, 2021<br><b>85.17</b> copies of RNA per day per person",25.281,"Mar 29, 2021<br><b>25.28</b> cases per 100,000 people","K417N","Omicron",NA,NA,NA,"Mar 29, 2021<br><b>Omicron</b> NaN%"
2021-03-29,273263,901,28.4846783412749,25.1967687436139,"Mar 29, 2021<br><b>25.2</b> cases per 100,000 people",85.1681,5.3188,"Mar 29, 2021<br><b>85.17</b> copies of RNA per day per person",25.281,"Mar 29, 2021<br><b>25.28</b> cases per 100,000 people","L452R","Delta",NA,NA,NA,"Mar 29, 2021<br><b>Delta</b> NaN%"
2021-03-29,273263,901,28.4846783412749,25.1967687436139,"Mar 29, 2021<br><b>25.2</b> cases per 100,000 people",85.1681,5.3188,"Mar 29, 2021<br><b>85.17</b> copies of RNA per day per person",25.281,"Mar 29, 2021<br><b>25.28</b> cases per 100,000 people","N501Y","Alpha, Beta & Gamma",NA,NA,0.655,"Mar 29, 2021<br><b>Alpha, Beta & Gamma</b> 65.5%"
2021-03-30,274022,759,23.9954171598531,26.4748984361112,"Mar 30, 2021<br><b>26.47</b> cases per 100,000 people",82.764,1.5495,"Mar 30, 2021<br><b>82.76</b> copies of RNA per day per person",26.5634,"Mar 30, 2021<br><b>26.56</b> cases per 100,000 people","K417N","Omicron",NA,NA,NA,"Mar 30, 2021<br><b>Omicron</b> NaN%"
2021-03-30,274022,759,23.9954171598531,26.4748984361112,"Mar 30, 2021<br><b>26.47</b> cases per 100,000 people",82.764,1.5495,"Mar 30, 2021<br><b>82.76</b> copies of RNA per day per person",26.5634,"Mar 30, 2021<br><b>26.56</b> cases per 100,000 people","L452R","Delta",NA,NA,NA,"Mar 30, 2021<br><b>Delta</b> NaN%"
2021-03-30,274022,759,23.9954171598531,26.4748984361112,"Mar 30, 2021<br><b>26.47</b> cases per 100,000 people",82.764,1.5495,"Mar 30, 2021<br><b>82.76</b> copies of RNA per day per person",26.5634,"Mar 30, 2021<br><b>26.56</b> cases per 100,000 people","N501Y","Alpha, Beta & Gamma",NA,NA,0.6725,"Mar 30, 2021<br><b>Alpha, Beta & Gamma</b> 67.25%"
2021-03-31,274942,920,29.0853541331553,27.3962357409503,"Mar 31, 2021<br><b>27.4</b> cases per 100,000 people",88.4444,1.6364,"Mar 31, 2021<br><b>88.44</b> copies of RNA per day per person",27.4878,"Mar 31, 2021<br><b>27.49</b> cases per 100,000 people","K417N","Omicron",NA,NA,NA,"Mar 31, 2021<br><b>Omicron</b> NaN%"
2021-03-31,274942,920,29.0853541331553,27.3962357409503,"Mar 31, 2021<br><b>27.4</b> cases per 100,000 people",88.4444,1.6364,"Mar 31, 2021<br><b>88.44</b> copies of RNA per day per person",27.4878,"Mar 31, 2021<br><b>27.49</b> cases per 100,000 people","L452R","Delta",NA,NA,NA,"Mar 31, 2021<br><b>Delta</b> NaN%"
2021-03-31,274942,920,29.0853541331553,27.3962357409503,"Mar 31, 2021<br><b>27.4</b> cases per 100,000 people",88.4444,1.6364,"Mar 31, 2021<br><b>88.44</b> copies of RNA per day per person",27.4878,"Mar 31, 2021<br><b>27.49</b> cases per 100,000 people","N501Y","Alpha, Beta & Gamma",NA,NA,0.711666666666667,"Mar 31, 2021<br><b>Alpha, Beta & Gamma</b> 71.17%"
2021-04-01,276048,1106,34.9656539905106,27.6672173011971,"Apr 01, 2021<br><b>27.67</b> cases per 100,000 people",88.3349,2.5322,"Apr 01, 2021<br><b>88.33</b> copies of RNA per day per person",27.7597,"Apr 01, 2021<br><b>27.76</b> cases per 100,000 people","K417N","Omicron",NA,NA,NA,"Apr 01, 2021<br><b>Omicron</b> NaN%"
2021-04-01,276048,1106,34.9656539905106,27.6672173011971,"Apr 01, 2021<br><b>27.67</b> cases per 100,000 people",88.3349,2.5322,"Apr 01, 2021<br><b>88.33</b> copies of RNA per day per person",27.7597,"Apr 01, 2021<br><b>27.76</b> cases per 100,000 people","L452R","Delta",NA,NA,NA,"Apr 01, 2021<br><b>Delta</b> NaN%"
2021-04-01,276048,1106,34.9656539905106,27.6672173011971,"Apr 01, 2021<br><b>27.67</b> cases per 100,000 people",88.3349,2.5322,"Apr 01, 2021<br><b>88.33</b> copies of RNA per day per person",27.7597,"Apr 01, 2021<br><b>27.76</b> cases per 100,000 people","N501Y","Alpha, Beta & Gamma",0.655,0.655,0.70625,"Apr 01, 2021<br><b>Alpha, Beta & Gamma</b> 70.62%"
2021-04-02,277576,1528,48.3069794733275,30.6389817452369,"Apr 02, 2021<br><b>30.64</b> cases per 100,000 people",90.2816,3.9069,"Apr 02, 2021<br><b>90.28</b> copies of RNA per day per person",30.7414,"Apr 02, 2021<br><b>30.74</b> cases per 100,000 people","K417N","Omicron",NA,NA,NA,"Apr 02, 2021<br><b>Omicron</b> NaN%"
2021-04-02,277576,1528,48.3069794733275,30.6389817452369,"Apr 02, 2021<br><b>30.64</b> cases per 100,000 people",90.2816,3.9069,"Apr 02, 2021<br><b>90.28</b> copies of RNA per day per person",30.7414,"Apr 02, 2021<br><b>30.74</b> cases per 100,000 people","L452R","Delta",NA,NA,NA,"Apr 02, 2021<br><b>Delta</b> NaN%"
2021-04-02,277576,1528,48.3069794733275,30.6389817452369,"Apr 02, 2021<br><b>30.64</b> cases per 100,000 people",90.2816,3.9069,"Apr 02, 2021<br><b>90.28</b> copies of RNA per day per person",30.7414,"Apr 02, 2021<br><b>30.74</b> cases per 100,000 people","N501Y","Alpha, Beta & Gamma",0.69,0.69,0.719,"Apr 02, 2021<br><b>Alpha, Beta & Gamma</b> 71.9%"
2021-04-03,278724,1148,36.2934636357199,31.6280644401376,"Apr 03, 2021<br><b>31.63</b> cases per 100,000 people",118.1473,3.8953,"Apr 03, 2021<br><b>118.15</b> copies of RNA per day per person",31.7338,"Apr 03, 2021<br><b>31.73</b> cases per 100,000 people","K417N","Omicron",NA,NA,NA,"Apr 03, 2021<br><b>Omicron</b> NaN%"
2021-04-03,278724,1148,36.2934636357199,31.6280644401376,"Apr 03, 2021<br><b>31.63</b> cases per 100,000 people",118.1473,3.8953,"Apr 03, 2021<br><b>118.15</b> copies of RNA per day per person",31.7338,"Apr 03, 2021<br><b>31.73</b> cases per 100,000 people","L452R","Delta",NA,NA,NA,"Apr 03, 2021<br><b>Delta</b> NaN%"
2021-04-03,278724,1148,36.2934636357199,31.6280644401376,"Apr 03, 2021<br><b>31.63</b> cases per 100,000 people",118.1473,3.8953,"Apr 03, 2021<br><b>118.15</b> copies of RNA per day per person",31.7338,"Apr 03, 2021<br><b>31.73</b> cases per 100,000 people","N501Y","Alpha, Beta & Gamma",0.79,0.79,0.723333333333333,"Apr 03, 2021<br><b>Alpha, Beta & Gamma</b> 72.33%"
2021-04-04,278724,0,0,28.7330781048345,"Apr 04, 2021<br><b>28.73</b> cases per 100,000 people",105.0069,3.2083,"Apr 04, 2021<br><b>105.01</b> copies of RNA per day per person",28.8291,"Apr 04, 2021<br><b>28.83</b> cases per 100,000 people","K417N","Omicron",NA,NA,NA,"Apr 04, 2021<br><b>Omicron</b> NaN%"
2021-04-04,278724,0,0,28.7330781048345,"Apr 04, 2021<br><b>28.73</b> cases per 100,000 people",105.0069,3.2083,"Apr 04, 2021<br><b>105.01</b> copies of RNA per day per person",28.8291,"Apr 04, 2021<br><b>28.83</b> cases per 100,000 people","L452R","Delta",NA,NA,NA,"Apr 04, 2021<br><b>Delta</b> NaN%"
2021-04-04,278724,0,0,28.7330781048345,"Apr 04, 2021<br><b>28.73</b> cases per 100,000 people",105.0069,3.2083,"Apr 04, 2021<br><b>105.01</b> copies of RNA per day per person",28.8291,"Apr 04, 2021<br><b>28.83</b> cases per 100,000 people","N501Y","Alpha, Beta & Gamma",0.69,0.69,0.726190476190476,"Apr 04, 2021<br><b>Alpha, Beta & Gamma</b> 72.62%"
2021-04-05,279478,754,23.8373445830425,28.0691732822298,"Apr 05, 2021<br><b>28.07</b> cases per 100,000 people",51.329,3.4884,"Apr 05, 2021<br><b>51.33</b> copies of RNA per day per person",28.163,"Apr 05, 2021<br><b>28.16</b> cases per 100,000 people","K417N","Omicron",NA,NA,NA,"Apr 05, 2021<br><b>Omicron</b> NaN%"
2021-04-05,279478,754,23.8373445830425,28.0691732822298,"Apr 05, 2021<br><b>28.07</b> cases per 100,000 people",51.329,3.4884,"Apr 05, 2021<br><b>51.33</b> copies of RNA per day per person",28.163,"Apr 05, 2021<br><b>28.16</b> cases per 100,000 people","L452R","Delta",NA,NA,NA,"Apr 05, 2021<br><b>Delta</b> NaN%"
2021-04-05,279478,754,23.8373445830425,28.0691732822298,"Apr 05, 2021<br><b>28.07</b> cases per 100,000 people",51.329,3.4884,"Apr 05, 2021<br><b>51.33</b> copies of RNA per day per person",28.163,"Apr 05, 2021<br><b>28.16</b> cases per 100,000 people","N501Y","Alpha, Beta & Gamma",0.77,0.77,0.738571428571429,"Apr 05, 2021<br><b>Alpha, Beta & Gamma</b> 73.86%"
2021-04-06,281277,1799,56.8745131364634,32.7661869931742,"Apr 06, 2021<br><b>32.77</b> cases per 100,000 people",161.294,5.0361,"Apr 06, 2021<br><b>161.29</b> copies of RNA per day per person",32.8757,"Apr 06, 2021<br><b>32.88</b> cases per 100,000 people","K417N","Omicron",NA,NA,NA,"Apr 06, 2021<br><b>Omicron</b> NaN%"
2021-04-06,281277,1799,56.8745131364634,32.7661869931742,"Apr 06, 2021<br><b>32.77</b> cases per 100,000 people",161.294,5.0361,"Apr 06, 2021<br><b>161.29</b> copies of RNA per day per person",32.8757,"Apr 06, 2021<br><b>32.88</b> cases per 100,000 people","L452R","Delta",NA,NA,NA,"Apr 06, 2021<br><b>Delta</b> NaN%"
2021-04-06,281277,1799,56.8745131364634,32.7661869931742,"Apr 06, 2021<br><b>32.77</b> cases per 100,000 people",161.294,5.0361,"Apr 06, 2021<br><b>161.29</b> copies of RNA per day per person",32.8757,"Apr 06, 2021<br><b>32.88</b> cases per 100,000 people","N501Y","Alpha, Beta & Gamma",0.745,0.745,0.745714285714286,"Apr 06, 2021<br><b>Alpha, Beta & Gamma</b> 74.57%"
2021-04-07,282457,1180,37.3051281273079,33.9404404209102,"Apr 07, 2021<br><b>33.94</b> cases per 100,000 people",106.2471,0.324,"Apr 07, 2021<br><b>106.25</b> copies of RNA per day per person",34.0539,"Apr 07, 2021<br><b>34.05</b> cases per 100,000 people","K417N","Omicron",NA,NA,NA,"Apr 07, 2021<br><b>Omicron</b> NaN%"
